ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0097060	synaptic membrane	128/4657	378/19869	2.2776925416097402e-6	4.94584666178115e-5	3.781312129228802e-5	SRC/GPM6A/SHISA8/SEMA4C/SLC6A6/KCNH1/CANX/DNM1/GABBR2/NRP2/GABRB2/KCNA3/NINJ1/ABHD17C/RIMS3/GRIK5/NECTIN1/SRGAP2/TAMALIN/ITGB1/ITGA3/SLC30A1/NPTN/ENO2/DLG4/NLGN2/PRR7/STXBP1/PICALM/LRP4/RAPSN/CLSTN3/GRIK4/PPP1R9B/CRYAB/FAIM2/CHRNA6/SYT7/ANK3/DAGLA/ATP2B4/PCDH17/NTNG2/SHANK3/GRIN1/STX11/SLC16A3/NLGN1/PTPRS/IL1RAPL1/MAGEE1/HIP1R/LRRC4C/KCTD12/SLC1A2/KCTD16/LRFN5/CNTNAP1/SLC6A4/CACNG7/DLG2/UNC13A/FARP1/CHRNA7/NLGN4Y/NRCAM/SIGMAR1/CNTN6/TMEM240/PSENEN/LRRC4B/GABRB3/HIP1/GRID2IP/NLGN4X/DCC/BAIAP2/SHANK2/SSPN/SYP/SNAP91/KCNB1/IGSF9B/CACNG8/KCNC2/GRIN2B/DDN/RGS9/SLC8A1/GRIN2D/OPRD1/KCNA2/ADAM22/EPHB2/CHRNB2/NRGN/CACNG4/F2R/ADCY1/NTNG1/TENM2/SORCS2/ATP2B2/KCND2/ARC/GLRB/CADM3/DGKB/OPRM1/ERC2/SCN2A/GLRA3/KCTD8/GRIP1/GLRA1/GABRA6/STX1A/EPHA4/FXYD6/GRM5/GRIA4/PRRT2/PSEN2/ADAM23/KCNMA1/UNC13C/SHANK1/ADCY8	128
GO:0005788	endoplasmic reticulum lumen	109/4657	312/19869	2.502107460954126e-6	5.282226862014266e-5	4.038489235224204e-5	TSPAN33/CALU/CANX/EBI3/PDGFA/PLOD3/MELTF/TSPAN5/GAS6/SHISA5/CFP/SUMF1/COL1A2/FMO1/CLN6/QSOX1/COL1A1/FSTL1/FN1/ARSD/CNPY3/P4HA2/ADAMTSL1/TNC/LAMB1/CCN1/JMJD8/ADAMTSL4/LTBP1/EOGT/PDIA5/VGF/P4HA1/GHRL/FBN1/COL19A1/RCN1/SERPINH1/ARSB/CKAP4/COL12A1/COL5A1/WNT1/COL7A1/P3H1/HYOU1/APOL1/FLT3/TXNDC12/PDGFB/EDN1/IL6/FKBP14/RNASET2/CSF1/VCAN/IL12A/WNT4/SDC2/CERCAM/STS/DNAJC10/COL6A1/SERPINA1/WNT7B/TSPAN15/WNT3/TMEM132A/COL6A3/SPON1/COL6A2/DNAJB11/FSTL3/PNPLA2/ERO1A/SDF2L1/LGALS1/ADAMTS13/VWA1/CLU/CASQ1/COL4A5/PDGFC/COL4A2/PLAUR/ANO8/C4A/COL16A1/THBS1/PTGS2/COL27A1/FAM20C/SCG2/COLGALT2/WNT5A/COL2A1/SPP1/ERP27/COL5A3/CST3/PROZ/IL23A/COL8A2/PDGFD/COL21A1/CP/CD4/IGFBP7/COL24A1	109
GO:0031674	I band	58/4657	143/19869	3.72217971408816e-6	7.645558331640544e-5	5.8453576164343236e-5	UNC45B/SYNPO/ACTN1/FERMT2/FLNB/SCN8A/PDE4B/CACNA1D/MTM1/PAK1/FLNC/PARVA/PDLIM1/MYL9/PPP2R5A/DES/ACTN4/PARVB/CFL2/ACTN3/CRYAB/ANK3/JUP/CSRP2/MYOZ1/ATP2B4/TRIM54/FKBP1B/FHL3/NEXN/RYR2/RTN2/CAV3/KY/JPH2/DST/BMP10/CASQ1/NEB/MYH6/NRAP/OBSCN/SLC8A1/RYR1/FBXO32/ANKRD1/FHOD3/NOS1AP/SCN1A/SMTNL1/ASB2/MYL3/ACTN2/FHL2/MYH7/FBXL22/PSEN2/ANKRD23	58
GO:0030027	lamellipodium	76/4657	203/19869	4.892118315501481e-6	9.784236631002962e-5	7.48046900320448e-5	DUSP22/PTK2B/FSCN1/CD44/UNC5C/WASF3/FGD1/RDX/APBB2/ARHGAP31/FERMT2/ARPC2/CTTN/FER/AMOT/PLCG1/PABPC1/RAPH1/SRGAP2/ITGB1/ARHGEF6/NCKAP1/DPP4/PAK1/MYO1G/CYFIP1/RAB3IP/WASL/CTTNBP2NL/KITLG/PARVA/CDC42BPA/CORO1A/DPYSL3/GSN/ABLIM3/MYLK/ARAP3/PARVB/RUFY3/PPP1R9B/PLEKHG5/SLC9A1/FAT1/PTPN13/CCDC88A/IGF2BP1/SHTN1/ARHGEF7/FGD3/CDC42BPB/RAB13/INPPL1/PLCE1/TIAM2/FAM89B/ACTB/EPHA2/SH3RF1/CARMIL3/SRCIN1/PKD2/BAIAP2/MYH10/SPEF1/SH3BP1/ACTA2/IQGAP2/NHS/KCNA2/MCC/RHOA/ACTG2/CDH1/PLEK2/PTPRM	76
GO:0030667	secretory granule membrane	108/4657	313/19869	5.289612376329466e-6	1.030796257951383e-4	7.880879977689244e-5	CD44/TMC6/CMTM6/PLAU/PAM/PECAM1/LAMP3/IRAG2/RHOF/TCIRG1/SIRPA/BST2/ITGAM/RAP1A/CD9/SLC44A2/LGALS3/VPS35L/GLIPR1/IGF2R/NBEAL2/ITPR3/ABCA3/SLC15A4/SCAMP1/CAV1/BRI3/ADGRE5/HMOX2/CD55/SVIP/CYBA/ADAM8/HGSNAT/SPARC/RHOG/CD58/VGF/CYSTM1/CKAP4/ITGAL/VAPA/CPE/UBR4/ATP11A/SYT9/PTPRC/LILRB2/SLC2A3/CLEC4D/SNAP29/RND2/TMEM63A/MOXD1/LPCAT1/DEGS1/ITGB2/CEACAM1/CLEC4C/PLA1A/CYB561/CPNE1/OLR1/PIGR/MGST1/CD68/GPR84/CD109/HLA-C/ANPEP/ABCC4/LAIR1/SERPINB6/RAB27B/RAB9B/PLAUR/CD300A/CCDC136/CR1/PTPRN2/RAB44/CD38/MMP25/IQGAP2/CD59/HLA-B/SLC2A5/ICA1/RAB26/STOM/RHOA/ALDH3B1/KIF1A/RAB3A/SLCO4C1/ACP3/SPACA6/NFAM1/ATP8B3/ITGA2B/ABCA12/FRMPD3/TEX101/CD36/CAV2/NFASC/BST1/CADPS	108
GO:0045178	basal part of cell	96/4657	272/19869	5.955303803089412e-6	1.1315077225869883e-4	8.65086236659304e-5	CD44/SLC6A6/SLC43A3/MYO1C/SLC12A6/LDLRAP1/NOD2/LRP1/EPB41/ITGA3/SLC4A2/SLC13A3/CADM1/SLC39A8/PHLDB1/DTNB/PHLDB2/ATP1B1/SLC9A1/LEPR/ANK1/ANK3/SLC14A1/SLC7A8/SLC23A2/ATP2B4/MYO1D/SLC4A7/CD1D/ACE/PDGFB/SLC29A2/PIANP/EDN1/CNNM2/ERBB3/SLC16A3/CXADR/CLASP1/AQP3/MST1R/CEACAM1/ABCC1/CALHM1/SLC11A2/ITGA1/CA11/DLG2/CA9/ITGA9/PKD2/PLPP3/ATP7B/CASR/ALPK2/SLC1A3/DST/ABCC4/TGFA/SLC26A7/HOMER3/SLC4A4/LDLR/SPEF1/KCNC2/CD38/EPPK1/SLC26A6/MARVELD2/KCNQ1/SLC7A5/NDRG4/SLC22A1/SLC4A9/MLC1/MUC20/MEGF11/ANXA1/SLC16A10/ATP2B2/MAP7/SLCO1C1/SLCO4C1/LPO/CD34/MPZ/SLC40A1/HFE/CLDN7/AJAP1/ITGB4/SLC8A2/SLC38A3/SLC4A11/ABCC3/ADCY8	96
GO:0005874	microtubule	150/4657	466/19869	8.190302976469621e-6	1.5182025029553443e-4	1.1607309994894048e-4	CLIP2/TUBB2B/KIF1C/DNM1/TUBB2A/TUBA3E/TUBA1C/NEK6/TUBB/KIF15/HID1/EFHC2/SHROOM2/PLK1/RAB11A/POLB/TUBA1A/NDE1/TUBB6/MTA1/NAV3/KLC2/MAP1LC3A/TUBA3C/MAP1A/GABARAPL1/ARHGAP4/PYCARD/CAPN6/MDM1/NAV1/MACF1/CSNK1D/DPYSL2/FHDC1/CHMP4B/MAP1B/MAP2/KIF20B/EML2/TUBB8B/DCXR/HSPH1/SVIL/KIF23/TUBG2/CAMSAP3/TUBB8/DNAH6/KNTC1/KIF13B/DYNC1H1/RMDN2/NINL/AURKA/INO80/TUBG1/MAP2K2/SHTN1/TRIM54/CFAP126/CKAP2/HOOK2/CLASP1/TUBB4A/CFAP45/WHAMM/SPAST/MAP4/ENKD1/KIF22/SPRY2/MID1/BAG2/TPPP3/SAXO2/BIRC5/TBCA/DCTN2/EML1/GAS8/ZW10/ASPM/KIFC1/TOGARAM1/KIF4A/LRRC49/KIF27/EML6/ZNF804A/SHROOM1/PBXIP1/KLC3/TTLL1/MAP9/DNAH12/DNAH17/KIF4B/CAMSAP2/SPAG6/NCKAP5L/MAPRE3/TPX2/SRPRB/DST/SPAG8/SNTB2/SKA3/DNAH8/CDK1/GTSE1/BAIAP2/DNAH14/HOOK1/NME7/MAPT/MX2/SPEF1/CRHBP/ZWILCH/ARL6/KIF5A/SLC8A1/TTC30A/GAS2L1/CLIP1/DNAI2/CALM2/ENKUR/KIF1A/KIF14/MAP7/C4orf47/TEKT2/TTLL8/KIFC3/DNAH3/REEP1/SAXO1/FAM166B/CENPE/NEK2/CFAP210/SYBU/TOGARAM2/FGF13/KIF20A/AURKB/CCDC181/CHMP4A	150
GO:0005604	basement membrane	43/4657	99/19869	8.567829611057331e-6	1.550369167715136e-4	1.1853237958154502e-4	AGRN/TGFBI/FRAS1/FN1/ATRNL1/LAMA5/TNC/LAMB1/ACHE/EFNA5/LOXL1/SPARC/MMRN2/APLP1/FBN1/COL5A1/EFEMP2/COL7A1/CCDC80/HSPG2/NTNG2/CD151/NTN1/LAMA2/SERPINF1/LAMB3/LAD1/TMEFF2/VWA1/DST/THBS2/COL4A5/COL4A2/ACTA2/LAMC3/LAMC2/COL2A1/NTNG1/FREM2/COL8A2/ITGB4/COLQ/NTN5	43
GO:0032432	actin filament bundle	36/4657	79/19869	1.2491073572497617e-5	2.2077246314181832e-4	1.6879002722199963e-4	SYNPO/FSCN1/TPM1/MARCKS/ACTN1/LCP1/SEPTIN11/FHOD1/PTK2/FERMT2/PLS3/FLNB/ZYX/CYBA/PDLIM1/MYL9/ABLIM3/ACTN4/MYLK/LIMA1/CRYAB/SORBS1/MST1R/FHL3/SIPA1L3/MYH9/TRIP6/ROR1/MYH6/MYH10/ACTA2/RFLNB/GAS2L1/MICALL2/MYH7/PLS1	36
GO:0043292	contractile fiber	86/4657	242/19869	1.3159989817468361e-5	2.2730891502899898e-4	1.737874253407305e-4	UNC45B/SYNPO/ACTG1/TPM1/ACTN1/ENO1/FERMT2/SDC4/FLNB/SCN8A/PDE4B/MYH11/CACNA1D/MTM1/PAK1/FLNC/PARVA/PDLIM1/MYL9/PPP2R5A/DES/ACTN4/PARVB/FXR1/CFL2/SVIL/MMP2/ACTN3/CRYAB/ANK1/ANK3/JUP/CSRP2/TNNT2/MYOZ1/ATP2B4/TPM2/TRIM54/SPTBN1/FKBP1B/IDO1/FHL3/NEXN/RYR2/RTN2/TNNT3/MYL6B/MYH15/MYOM1/CAV3/KY/JPH2/DST/BMP10/CASQ1/CDK5R1/MYL2/NEB/MYH6/NRAP/ARHGEF25/OBSCN/ACTA2/SLC8A1/RYR1/FBXO32/ANKRD1/FHOD3/CALD1/TMOD4/NOS1AP/SCN1A/MYLK2/SMTNL1/CALM2/ASB2/SMPX/MYL3/ACTN2/FHL2/MYH7/FBXL22/MYL11/CMYA5/PSEN2/ANKRD23	86
GO:0005912	adherens junction	67/4657	179/19869	1.743315874966e-5	2.944266811053689e-4	2.2510183929385546e-4	TSPAN33/RDX/FERMT2/PKP4/ESAM/SMAD7/SHROOM2/NECTIN1/CDH12/DLG4/EFNA5/ZYX/CDH22/TMEM47/AJM1/PDLIM1/CDC42EP4/CNN3/TNKS1BP1/PTPRK/PPP1R9B/CDH11/NPHP1/JUP/CAMSAP3/DLG5/FRMD4B/VEGFA/CXADR/SORBS1/NIBAN2/CYTH3/MPP7/CEACAM1/NEXN/ALOX15B/ACTB/MYH9/DLG2/SPTBN4/SHROOM1/ARVCF/PKP2/PLPP3/JAG1/CDHR3/POF1B/DCHS1/BAIAP2/PVR/PKP3/NECTIN2/SH3BP1/CDCA3/CCDC85C/DSC2/CDC42EP1/TRIM29/ANXA1/CTNND2/CDH20/KIFC3/FMN1/CDH1/EPHA4/AJAP1/PTPRM	67
GO:0005884	actin filament	47/4657	114/19869	1.8016459133775942e-5	2.961407768480704e-4	2.2641233908605936e-4	SRC/DUSP22/ACTG1/TPM1/ACTN1/LCP1/MYO1C/PLS3/CTTN/DIAPH3/AMOT/SPECC1/YES1/RCSD1/NCKAP1/PAK1/WASL/SMTN/FHDC1/PDLIM1/CORO1A/DPYSL3/ACTN3/MYO3A/HCK/DIAPH2/TPM2/AIF1L/WHRN/COTL1/ACTB/EHBP1L1/MYO6/SPTBN4/DMTN/FYN/POF1B/GAS2/MYO1B/GAS2L1/SMTNL1/ANXA1/ACTN2/FMN1/PLS1/COBL/ESPN	47
GO:0030018	Z disc	52/4657	130/19869	1.831396909455172e-5	2.961407768480704e-4	2.2641233908605936e-4	UNC45B/SYNPO/ACTN1/FLNB/SCN8A/PDE4B/CACNA1D/PAK1/FLNC/PARVA/PDLIM1/MYL9/PPP2R5A/DES/ACTN4/PARVB/CFL2/ACTN3/CRYAB/ANK3/JUP/CSRP2/MYOZ1/ATP2B4/TRIM54/FKBP1B/FHL3/NEXN/RYR2/RTN2/CAV3/KY/JPH2/DST/BMP10/CASQ1/NEB/MYH6/NRAP/OBSCN/SLC8A1/RYR1/FBXO32/FHOD3/NOS1AP/SCN1A/ASB2/ACTN2/FHL2/MYH7/FBXL22/PSEN2	52
GO:0031256	leading edge membrane	66/4657	177/19869	2.3086489308993438e-5	3.6553608072572945e-4	2.7946802847728894e-4	SRC/SCIMP/CD44/TPM1/SHISA8/KCNH1/LCP1/FERMT2/FGR/RASGRP2/PSD/MYO1C/KANK1/ROBO2/PLCG1/ITGB1/EEF1A1/NCKAP1/CNTNAP2/DPP4/PAK1/MYO1G/MACF1/PTPRK/PPP1R9B/MPP2/RIPOR2/DAGLA/PDE4A/MYO1D/AIF1L/ATF4/PDE9A/SPTBN1/MTMR9/PSD3/PSD4/ITGA5/EPS8/PSD2/SPRY2/HIP1R/SLC1A2/MYO6/HPCA/EPHA2/SPRY4/PLEKHA1/INSR/SLC12A5/KCNB1/MAPT/KCNC2/ADGRE2/UNC5A/DDN/OPRD1/KCNA2/EPS8L1/DLC1/RHOA/ATP2B2/EPB41L3/OPRM1/GABRA6/PLEK2	66
GO:0048786	presynaptic active zone	34/4657	75/19869	2.4687058111569585e-5	3.7575638204969205e-4	2.8728188766126043e-4	GPM6A/CANX/RIMS3/PPFIA3/NECTIN1/PPFIBP1/NPTN/STXBP1/CTBP2/PPFIBP2/SLC17A7/PPFIA4/ATP2B4/NTNG2/SLC32A1/STX11/SYN1/BRSK1/CNTNAP1/UNC13A/PHB2/SHANK2/SYP/GUCY1B1/NTNG1/ATP2B2/RAB3A/ERC2/SV2A/STX1A/PPFIA2/GAD1/UNC13C/ADCY8	34
GO:0042641	actomyosin	35/4657	78/19869	2.4720814608532373e-5	3.7575638204969205e-4	2.8728188766126043e-4	SYNPO/FSCN1/TPM1/ACTN1/LCP1/SEPTIN11/FHOD1/PTK2/FERMT2/FLNB/ZYX/CYBA/CDC42BPA/PDLIM1/MYL9/ABLIM3/ACTN4/MYLK/LIMA1/MYO18A/CDC42BPB/SORBS1/MST1R/FHL3/SIPA1L3/MYH9/TRIP6/ROR1/MYH6/MYH10/ACTA2/GAS2L1/MICALL2/MYH7/STX1A	35
GO:0098636	protein complex involved in cell adhesion	26/4657	52/19869	2.7118057863593315e-5	4.0411223483001804e-4	3.0896115460688357e-4	PLAU/CTLA4/CD80/ITGB7/ITGAM/ITGA7/ITGB1/ITGA3/TNC/LAMB1/ITGAL/NLGN1/ITGB2/ITGA5/TSPAN32/ITGA6/ITGA1/LAMA2/ITGB8/ITGA9/LGALS1/ITGB5/PLAUR/TNR/ITGA2B/ITGB4	26
GO:0099568	cytoplasmic region	97/4657	285/19869	2.8969763389542376e-5	4.234042341548501e-4	3.237107164175586e-4	KIF1C/ZC3H14/CANX/ABHD12/WDPCP/MAP2K4/RIMS3/EFHC2/PPFIA3/LRRK2/AP3S1/DYNC2I2/IFT57/SOD1/DLG4/WDR11/MAP1A/CTBP2/RAB21/PHLDB1/MAP2/PHLDB2/AMBRA1/CAMSAP3/DNAH6/DYNC1H1/CFAP126/UCHL1/CLASP1/KLHL17/TUBB4A/CFAP45/SPAST/MAP4/MAPK8IP3/HIP1R/CFAP251/SAXO2/TRAK2/ATG14/GAS8/TOGARAM1/KIF4A/DLG2/HPCA/UNC13A/AK8/TRAF3IP1/DNAH12/DNAH17/ODAD4/BBS7/PKD2/SPAG6/CFAP54/DST/SPAG8/DNAH8/RAB27B/BAIAP2/DNAH14/NME7/SAPCD2/GUCY1B1/MAPT/AGBL4/SPEF1/ODAD3/ARL6/UHMK1/KIF5A/GLI3/MYO5B/TTC30A/INSC/DNAI7/RPGRIP1/DNAI2/ENKUR/CFAP70/KIF1A/ARC/HYDIN/TEKT2/TTLL8/OPRM1/ERC2/DNAH3/MGARP/SAXO1/FAM166B/CFAP73/RSPH4A/CFAP210/SYBU/DNAAF1/UNC13C	97
GO:0009925	basal plasma membrane	88/4657	254/19869	3.16711668135501e-5	4.541525807226052e-4	3.4721914758847373e-4	CD44/SLC6A6/SLC43A3/MYO1C/SLC12A6/LDLRAP1/NOD2/LRP1/EPB41/ITGA3/SLC4A2/SLC13A3/CADM1/SLC39A8/DTNB/ATP1B1/SLC9A1/LEPR/ANK1/ANK3/SLC14A1/SLC7A8/SLC23A2/ATP2B4/MYO1D/SLC4A7/CD1D/ACE/PDGFB/SLC29A2/PIANP/CNNM2/ERBB3/SLC16A3/CXADR/AQP3/MST1R/CEACAM1/ABCC1/CALHM1/CA11/DLG2/CA9/ITGA9/PKD2/PLPP3/ATP7B/CASR/ALPK2/SLC1A3/DST/ABCC4/TGFA/SLC26A7/SLC4A4/LDLR/SPEF1/KCNC2/CD38/EPPK1/SLC26A6/MARVELD2/KCNQ1/SLC7A5/NDRG4/SLC22A1/SLC4A9/MLC1/MUC20/MEGF11/ANXA1/SLC16A10/ATP2B2/MAP7/SLCO1C1/SLCO4C1/LPO/CD34/MPZ/SLC40A1/CLDN7/AJAP1/ITGB4/SLC8A2/SLC38A3/SLC4A11/ABCC3/ADCY8	88
GO:0030426	growth cone	62/4657	167/19869	4.6700635157604365e-5	6.572681985144318e-4	5.025097584210061e-4	SRC/PTK2B/FSCN1/GPM6A/UNC5C/BASP1/APBB2/PTBP2/CTTN/LRRK2/NEO1/ORAI2/NECTIN1/ITGA3/ENO2/ARHGAP4/OLFM1/CYFIP1/COPA/MAP1B/DPYSL3/STMN3/NGFR/MAP2/FXR1/KIF20B/RUFY3/PPP1R9B/USP9X/IGF2BP1/MAP3K12/SHTN1/FXR2/CXADR/GDPD5/NGEF/WHRN/PTPRS/EPS8/TIAM2/CRMP1/MAPK8IP3/PINK1/AUTS2/DCTN2/ZNF804A/PCDH9/SIGMAR1/CDK5R1/DCC/L1CAM/SHANK2/MAPT/DSCAM/GAP43/TENM2/ERC2/EPHA4/BOC/COBL/PSEN2/FGF13	62
GO:0031594	neuromuscular junction	31/4657	68/19869	4.858492029595952e-5	6.713552622714407e-4	5.132799235094671e-4	SYNGR2/ASCC1/DLGAP3/TUBA1A/ITGB1/LAMA5/DLG4/ACHE/LRP4/RAPSN/DES/P2RX7/ANK3/NLGN1/DLGAP4/SYNGR3/LAMA2/MYH9/DLG2/UNC13A/CAV3/COL4A5/CDK5R1/SYP/SLC8A3/F2R/SV2A/EPHA4/PSEN2/COLQ/UNC13C	31
GO:0045177	apical part of cell	137/4657	435/19869	6.334482008170698e-5	8.596797011088804e-4	6.572620429530499e-4	ACTG1/CD44/SLC6A6/RDX/LMO7/SLC6A8/TCIRG1/MREG/BST2/WDPCP/MYO7A/SHROOM2/SLC7A11/SPECC1/AHCYL1/FN1/ADRB2/DDR2/ITPR3/DPP4/HOMER2/SLC4A2/SLC16A2/CYBA/GJA1/AJM1/CLCN5/MTCL1/SLC39A8/SLC12A3/EPB41L4B/DUOX1/ATP8B1/ATP1B1/SLC9A1/FAT1/CLIC5/CYBRD1/AKR1A1/UPK2/RIPOR2/SLC7A8/ABCB4/SLC23A2/ABCB1/SLC4A7/TUBG1/ERBB3/CFAP126/SLC16A3/GNAS/PDE4D/KIAA1614/CEACAM1/ABCC1/SLCO2B1/UPK1A/SIPA1L3/HIP1R/CA2/SLC11A2/SLC26A2/CNTFR/PRKG2/ASPM/PLAT/SLC12A1/MAL/DUOX2/SHROOM1/NAALADL1/VANGL2/ATP1B2/VCAM1/ACY3/ENPEP/JAG1/CASR/SLC26A9/FXYD1/ABCC4/RAB27B/DCHS1/SHANK2/SAPCD2/KCNB1/SLC15A2/LDLR/SPEF1/KCNC2/SVBP/SLC26A6/TNIK/MUC1/MYO5B/MARVELD2/SLC26A3/KCNQ1/NHS/SLC26A4/CYP4F2/INSC/CRB3/MYO1B/SLC7A5/CTSB/EDA/SLC2A5/SLC22A1/SLC4A9/IGFBP2/CRB2/MUC20/SLC7A9/ANXA1/ATP2B2/LGMN/ECRG4/SLC9A3/EMP2/CD34/CBLIF/HFE/MYO7B/OCLN/ENPP3/SI/ABCG2/AJAP1/CD36/PSEN2/UPK3A/KCNMA1/SLC38A3/SLC4A11/OTOA/ADCY8	137
GO:0045211	postsynaptic membrane	91/4657	269/19869	6.477078758006729e-5	8.636105010675639e-4	6.602673082954228e-4	SHISA8/SEMA4C/SLC6A6/KCNH1/CANX/GABBR2/NRP2/GABRB2/KCNA3/ABHD17C/GRIK5/SRGAP2/TAMALIN/SLC30A1/NPTN/DLG4/NLGN2/PRR7/PICALM/RAPSN/CLSTN3/GRIK4/FAIM2/CHRNA6/ANK3/DAGLA/PCDH17/SHANK3/GRIN1/SLC16A3/NLGN1/PTPRS/IL1RAPL1/MAGEE1/LRRC4C/KCTD12/KCTD16/LRFN5/SLC6A4/CACNG7/DLG2/FARP1/CHRNA7/NLGN4Y/NRCAM/SIGMAR1/LRRC4B/GABRB3/HIP1/GRID2IP/NLGN4X/DCC/SHANK2/SSPN/KCNB1/IGSF9B/CACNG8/KCNC2/GRIN2B/DDN/RGS9/SLC8A1/GRIN2D/OPRD1/ADAM22/EPHB2/CHRNB2/NRGN/CACNG4/F2R/ADCY1/TENM2/SORCS2/ATP2B2/KCND2/ARC/GLRB/DGKB/OPRM1/GLRA3/KCTD8/GRIP1/GLRA1/GABRA6/EPHA4/FXYD6/GRM5/GRIA4/PRRT2/KCNMA1/SHANK1	91
GO:0098685	Schaffer collateral - CA1 synapse	32/4657	72/19869	6.82056632940032e-5	8.93729381093835e-4	6.832944852684168e-4	ACTG1/TUBB2B/IQSEC2/PRKAR1B/TAMALIN/ITGB1/SLC30A1/NPTN/AKAP12/GHRL/CDH11/INA/NTNG2/SYN2/ADORA2B/SYN1/LRRC4C/ACTB/PLAT/FYN/DCC/BAIAP2/ADRB1/SYP/ADCY1/NTNG1/TNR/PLG/EPHA4/GRM5/SHANK1/ADCY8	32
GO:0001725	stress fiber	31/4657	70/19869	9.562303360934936e-5	0.0012112250923850918	9.260335886379095e-4	SYNPO/FSCN1/TPM1/ACTN1/LCP1/SEPTIN11/FHOD1/PTK2/FERMT2/FLNB/ZYX/CYBA/PDLIM1/MYL9/ABLIM3/ACTN4/MYLK/LIMA1/SORBS1/MST1R/FHL3/SIPA1L3/MYH9/TRIP6/ROR1/MYH6/MYH10/ACTA2/GAS2L1/MICALL2/MYH7	31
GO:0097517	contractile actin filament bundle	31/4657	70/19869	9.562303360934936e-5	0.0012112250923850918	9.260335886379095e-4	SYNPO/FSCN1/TPM1/ACTN1/LCP1/SEPTIN11/FHOD1/PTK2/FERMT2/FLNB/ZYX/CYBA/PDLIM1/MYL9/ABLIM3/ACTN4/MYLK/LIMA1/SORBS1/MST1R/FHL3/SIPA1L3/MYH9/TRIP6/ROR1/MYH6/MYH10/ACTA2/GAS2L1/MICALL2/MYH7	31
GO:0030016	myofibril	80/4657	233/19869	9.963550698101728e-5	0.0012413604148454613	9.490733365577488e-4	UNC45B/SYNPO/ACTG1/TPM1/ACTN1/ENO1/FERMT2/SDC4/FLNB/SCN8A/PDE4B/CACNA1D/MTM1/PAK1/FLNC/PARVA/PDLIM1/MYL9/PPP2R5A/DES/ACTN4/PARVB/FXR1/CFL2/SVIL/MMP2/ACTN3/CRYAB/ANK1/ANK3/JUP/CSRP2/TNNT2/MYOZ1/ATP2B4/TPM2/TRIM54/SPTBN1/FKBP1B/FHL3/NEXN/RYR2/RTN2/TNNT3/MYH15/MYOM1/CAV3/KY/JPH2/DST/BMP10/CASQ1/MYL2/NEB/MYH6/NRAP/ARHGEF25/OBSCN/SLC8A1/RYR1/FBXO32/ANKRD1/FHOD3/CALD1/TMOD4/NOS1AP/SCN1A/MYLK2/SMTNL1/CALM2/ASB2/SMPX/MYL3/ACTN2/FHL2/MYH7/FBXL22/CMYA5/PSEN2/ANKRD23	80
GO:0043296	apical junction complex	56/4657	151/19869	1.0949925599097863e-4	0.0013408395843152463	0.0010251294328836786	SYNPO/ACTG1/ESAM/MAGI3/SHROOM2/AMOT/NECTIN1/F11R/AJM1/EPB41L4B/ILDR1/CGN/NPHP1/ANK3/JUP/VAPA/PMP22/CAMSAP3/FRMD4B/FZD5/CXADR/CLDN12/RAB13/SORBS1/ECT2/CYTH3/MPP7/ACTB/AMOTL2/SHROOM1/AMOTL1/JAML/FRMD6/POF1B/MARVELD3/SAPCD2/CLDN23/NECTIN2/SH3BP1/EPPK1/WNK4/PLXDC1/MARVELD2/NHS/CRB3/CCDC85C/CRB2/RHOA/CLDN14/CCND1/AOC1/KIFC3/MICALL2/OCLN/CDH1/CLDN7	56
GO:0005769	early endosome	130/4657	414/19869	1.1114854448929015e-4	0.0013408395843152463	0.0010251294328836786	MTMR4/RFTN1/CMTM6/KCNH1/APBB2/HLA-F/LAMP3/RAB1A/SH3GL1/EPS15/PLEKHF1/NAPEPLD/PTP4A3/MAP2K1/LDLRAP1/COMMD1/MELTF/WLS/RAP1A/LRP1/FIG4/CLN6/HPS3/ECPAS/RAP1GAP/ZFYVE9/AP3S1/WDFY4/IGF2R/PLD4/ADRB2/SNX30/PML/SLC15A4/CNTNAP2/CAV1/EEA1/PICALM/DOP1B/SNX8/TPCN1/TMEM9B/RAB21/MARCHF1/PLEKHF2/CLCN5/VAMP3/SH3GL3/STX7/CORO1A/LRP6/EHD2/CD274/GPNMB/MGRN1/AP1S3/LITAF/EPHB1/RNF11/RAPGEF1/ATP11A/SGK3/ACKR3/DAGLA/RET/MYO1D/DIAPH2/RND2/MAP2K2/FZD5/RNF157/NOX1/ZFYVE16/RAB38/SORL1/SLC11A2/RAB32/TRAK2/HAS3/HLA-G/KIFC1/CACNG7/SNX21/HLA-E/SPHK1/PMEPA1/TBC1D16/ANKRD13B/KREMEN2/HLA-A/PARM1/VCAM1/EHD3/HLA-C/CD1E/TBC1D3/ZFYVE28/NTRK1/ARRDC4/CLVS1/ADRB1/TLR3/LDLR/DYSF/CXCR4/KCNQ1/CD8B/RAB11FIP5/SORT1/ATP9A/LAPTM4B/MYO1B/HLA-B/F2R/MLC1/SIGLEC1/ANXA1/SORCS2/STEAP4/NSG2/ARC/SH3GL2/HFE/LIPG/EPHA4/PSEN2/TMEM163/CD4/EPHA3/SNX31	130
